Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120200725002260","2023-09-23 16:50:56","2023-09-21 00:00:00","2024-09-20 00:00:00","Renewed","Jabal Ali Industrial First","30450","30450","Non Free Hold","56","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120200726004205","2023-09-23 09:16:54","2023-08-27 00:00:00","2024-08-26 00:00:00","Renewed","Al Qusais First","67200","67200","Non Free Hold","118.6","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200728000711","2023-09-23 09:53:48","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Nadd Hessa","40000","40000","Free Hold","92.9","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120200801000172","2023-09-23 10:17:12","2023-08-27 00:00:00","2024-08-26 00:00:00","Renewed","Jabal Ali First","33033","33033","Free Hold","51.19","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120200804003884","2023-09-23 15:31:04","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Naif","48000","48000","Non Free Hold","15","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200810000893","2023-09-23 16:04:31","2023-07-19 00:00:00","2024-07-18 00:00:00","Renewed","Al Qusais First","47430","47430","Non Free Hold","527","Unit","Office","","Commercial","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200815000309","2023-09-23 10:30:14","2023-09-01 00:00:00","2024-08-30 00:00:00","Renewed","Al Warqa First","52800","52942.32","Non Free Hold","93","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200816000651","2023-09-23 12:50:22","2023-09-07 00:00:00","2024-09-06 00:00:00","Renewed","Warsan Fourth","49612.5","49612.5","Free Hold","135.95","Unit","Flat","","","Rashidiya Metro Station","City Centre Mirdif","","","1","","S.P. RESIDENCE"
"0120200818000986","2023-09-23 10:15:56","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Yelayiss 2","88000","88000","Free Hold","188.1","Villa","Villa","3","Residential","","","Dubai Cycling Course","","1","","SAFI TOWNHOUSES"
"0120200822001165","2023-09-23 12:12:34","2023-09-27 00:00:00","2024-09-26 00:00:00","Renewed","Al Qusais First","24000","24000","Non Free Hold","37.16","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200824000133","2023-09-23 12:14:43","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Lusaily","85000","85000","Non Free Hold","67.35","Unit","Shop","","Commercial","","","","","1","",""
"0120200827001043","2023-09-23 12:13:49","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Qusais First","24000","24000","Non Free Hold","37.16","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200831001505","2023-09-23 13:14:47","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Aweer Second","60000","60000","Non Free Hold","40.88","Unit","Shop","","Commercial","","","","","1","",""
"0120200906000136","2023-09-23 14:11:54","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Qusais Second","31500","31500","Non Free Hold","67.84","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200906001386","2023-09-23 12:13:47","2023-10-04 00:00:00","2024-04-03 00:00:00","Renewed","Al Qusais First","12000","24000","Non Free Hold","37.16","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200907003451","2023-09-23 08:14:15","2022-09-13 00:00:00","2023-09-15 00:00:00","Renewed","Madinat Al Mataar","45000","44628.1","Free Hold","120.95","Unit","Flat","","Residential","","","Al Makhtoum International Airport","","1","","URBANA"
"0120200909002677","2023-09-23 23:36:51","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Warqa First","55000","55000","Non Free Hold","125.33","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200914000437","2023-09-23 12:13:44","2023-10-20 00:00:00","2024-10-19 00:00:00","Renewed","Al Barsha First","78750","78750","Non Free Hold","137.59","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120200914000816","2023-09-23 12:13:45","2023-09-17 00:00:00","2024-09-16 00:00:00","Renewed","Al Qusais First","25200","25200","Non Free Hold","37.16","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200915002306","2023-09-23 17:28:25","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Eyal Nasser","18000","18000","Non Free Hold","300","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120200920000032","2023-09-23 12:13:43","2023-09-23 00:00:00","2024-09-22 00:00:00","Renewed","Muhaisanah Fourth","50000","50000","Non Free Hold","134.3","Unit","Flat","","Residential","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200920004424","2023-09-23 10:46:00","2022-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Karama","122000","61000","Non Free Hold","75","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120200926000720","2023-09-23 11:51:44","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Al Karama","46000","46000","Non Free Hold","25.09","Unit","Shop","","Commercial","ADCB Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200928003492","2023-09-23 12:13:43","2023-10-04 00:00:00","2024-10-03 00:00:00","Renewed","Al Qusais First","23100","23100","Non Free Hold","37.16","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201001000896","2023-09-23 12:17:24","2023-10-05 00:00:00","2024-10-04 00:00:00","Renewed","Madinat Dubai Almelaheyah","52000","52000","Non Free Hold","93","Unit","Flat","","Residential","","","","","1","",""
"0120201005004519","2023-09-23 09:43:28","2023-10-15 00:00:00","2024-10-14 00:00:00","Renewed","Oud Metha","60000","60000","Non Free Hold","109.81","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120201008003359","2023-09-23 12:57:19","2023-09-01 00:00:00","2026-08-31 00:00:00","Renewed","Eyal Nasser","180000","60000","Non Free Hold","69.58","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120201008003554","2023-09-23 14:44:39","2021-09-09 00:00:00","2022-03-08 00:00:00","Renewed","Al Nahda Second","20000","40000","Non Free Hold","87","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201008003554","2023-09-23 15:03:10","2022-03-09 00:00:00","2022-09-08 00:00:00","Renewed","Al Nahda Second","20000","40000","Non Free Hold","87","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201008003554","2023-09-23 15:05:48","2022-09-09 00:00:00","2023-03-08 00:00:00","Renewed","Al Nahda Second","21000","42000","Non Free Hold","87","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201008003554","2023-09-23 15:09:04","2023-09-09 00:00:00","2024-09-08 00:00:00","Renewed","Al Nahda Second","45000","45000","Non Free Hold","87","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201008003554","2023-09-23 15:07:38","2023-03-09 00:00:00","2023-09-08 00:00:00","Renewed","Al Nahda Second","22000","44000","Non Free Hold","87","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201012003404","2023-09-23 10:46:44","2023-10-10 00:00:00","2024-10-09 00:00:00","Renewed","Dubai Investment Park First","45000","45000","Free Hold","77.88","Unit","Flat","","Residential","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120201013000790","2023-09-23 11:31:45","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Al Hebiah Fifth","39468","39468","Free Hold","61.8","Unit","Flat","","Residential","","","Motor City","","1","","Remraam - Al Ramth"
"0120201013000790","2023-09-23 11:31:45","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Al Hebiah Fifth","39468","39468","Free Hold","61.8","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM"
"0120201013000790","2023-09-23 11:31:45","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Al Hebiah Fifth","39468","39468","Free Hold","61.8","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM"
"0120201013000790","2023-09-23 11:31:45","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Al Hebiah Fifth","39468","39468","Free Hold","61.8","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM - AL RAMTH 2"
"0120201014001195","2023-09-23 09:48:47","2023-08-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Nahda First","248000","248000","Non Free Hold","262","Unit","Shop","","Commercial","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201014002056","2023-09-23 09:45:02","2023-08-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Nahda First","52000","52000","Non Free Hold","54","Unit","Shop","","Commercial","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201018001597","2023-09-23 16:10:17","2023-11-01 00:00:00","2024-10-31 00:00:00","Renewed","Al Nahda First","30000","30000","Non Free Hold","61.5","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201018002837","2023-09-23 11:38:30","2023-03-01 00:00:00","2024-02-29 00:00:00","Renewed","Al Barshaa South Third","50000","50000","Free Hold","91.88","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120201026001416","2023-09-23 12:27:50","2023-10-11 00:00:00","2024-10-10 00:00:00","Renewed","Muhaisanah Fourth","69000","69000","Non Free Hold","165.2","Unit","Flat","","Residential","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201105003552","2023-09-23 16:25:49","2022-12-10 00:00:00","2024-06-09 00:00:00","Renewed","Al Qusais First","64000","42666.67","Non Free Hold","1000","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210307003244","2023-09-23 17:31:59","2023-09-13 00:00:00","2024-09-12 00:00:00","Renewed","Al Warsan First","200000","200000","Free Hold","83","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","5","",""
"0120210307003244","2023-09-23 17:31:59","2023-09-13 00:00:00","2024-09-12 00:00:00","Renewed","Al Warsan First","200000","200000","Free Hold","63","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","5","",""
"0120210307003244","2023-09-23 17:31:59","2023-09-13 00:00:00","2024-09-12 00:00:00","Renewed","Al Warsan First","200000","200000","Free Hold","49","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","5","",""
"0120210307003244","2023-09-23 17:31:59","2023-09-13 00:00:00","2024-09-12 00:00:00","Renewed","Al Warsan First","200000","200000","Free Hold","44","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","5","",""
"0120210307003244","2023-09-23 17:31:59","2023-09-13 00:00:00","2024-09-12 00:00:00","Renewed","Al Warsan First","200000","200000","Free Hold","44","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","5","",""
"0120210317004438","2023-09-23 12:54:29","2023-04-01 00:00:00","2024-03-31 00:00:00","Renewed","Al Barshaa South Third","75000","75000","Free Hold","130.22","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120210321000396","2023-09-23 12:17:21","2023-10-22 00:00:00","2024-10-21 00:00:00","Renewed","Al Karama","75000","75000","Non Free Hold","134.1","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210407002998","2023-09-23 16:05:55","2023-06-08 00:00:00","2024-06-07 00:00:00","Renewed","Wadi Al Safa 2","25000","25000","Free Hold","42.4","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120210415001477","2023-09-23 12:29:05","2023-05-15 00:00:00","2024-05-14 00:00:00","Renewed","Al Karama","37500","37500","Non Free Hold","32.56","Unit","Shop","","Commercial","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210422003234","2023-09-23 16:15:45","2023-06-22 00:00:00","2024-06-21 00:00:00","Renewed","Wadi Al Safa 2","25300","25300","Free Hold","42.37","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120210603002255","2023-09-23 11:13:29","2023-07-01 00:00:00","2024-06-29 00:00:00","Renewed","Naif","29000","29080.78","Non Free Hold","32.52","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210605000632","2023-09-23 12:39:51","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Nahda First","39600","39600","Non Free Hold","70.45","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210607003187","2023-09-23 12:08:12","2023-06-25 00:00:00","2024-06-23 00:00:00","Renewed","Nadd Hessa","26450","26521.29","Free Hold","41.4","Unit","Flat","","Residential","","","IMG World Adventures","","1","","PALACIO"
"0120210609002455","2023-09-23 11:25:24","2023-07-01 00:00:00","2024-06-29 00:00:00","Renewed","Al Qusais Industrial First","22000","22061.28","Non Free Hold","27.87","Unit","Office","","Commercial","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210613000940","2023-09-23 12:17:34","2023-06-15 00:00:00","2024-06-14 00:00:00","Renewed","Al Murqabat","345000","345000","Non Free Hold","104.05","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","5","",""
"0120210613000940","2023-09-23 12:17:34","2023-06-15 00:00:00","2024-06-14 00:00:00","Renewed","Al Murqabat","345000","345000","Non Free Hold","125.79","Unit","Flat","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","5","",""
"0120210613000940","2023-09-23 12:17:34","2023-06-15 00:00:00","2024-06-14 00:00:00","Renewed","Al Murqabat","345000","345000","Non Free Hold","113.71","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","5","",""
"0120210613000940","2023-09-23 12:17:34","2023-06-15 00:00:00","2024-06-14 00:00:00","Renewed","Al Murqabat","345000","345000","Non Free Hold","125.79","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","5","",""
"0120210613000940","2023-09-23 12:17:34","2023-06-15 00:00:00","2024-06-14 00:00:00","Renewed","Al Murqabat","345000","345000","Non Free Hold","104.05","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","5","",""
"0120210615000671","2023-09-23 11:18:35","2023-06-18 00:00:00","2024-06-17 00:00:00","Renewed","Al Warsan First","22000","22000","Free Hold","44","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120210620002660","2023-09-23 12:17:19","2023-07-23 00:00:00","2024-07-22 00:00:00","Renewed","Madinat Dubai Almelaheyah","67000","67000","Non Free Hold","121","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210621004484","2023-09-23 11:56:35","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Trade Center First","72000","72000","Non Free Hold","112.46","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
