,Created Date,Closed Date,Location Type,Incident Zip,City,Borough,Latitude,Longitude
174630,2016-09-25 15:19:40,2016-09-25 16:48:15,Residential Building/House,11357.0,WHITESTONE,QUEENS,40.783627285864505,-73.80746952725231
44859,2016-04-16 01:09:21,2016-04-16 06:20:39,Residential Building/House,11249.0,BROOKLYN,BROOKLYN,40.70573258854396,-73.96338054284557
74996,2016-05-27 23:07:32,2016-05-28 07:29:37,Residential Building/House,10465.0,BRONX,BRONX,40.817446543447296,-73.81848473567794
117146,2016-07-10 23:36:52,2016-07-11 00:20:41,Residential Building/House,11206.0,BROOKLYN,BROOKLYN,40.694766431766034,-73.94148629876811
30066,2016-03-14 21:20:12,2016-03-14 23:15:41,Residential Building/House,11237.0,BROOKLYN,BROOKLYN,40.701610434035786,-73.92072465252953
148498,2016-08-27 23:21:25,2016-08-28 00:42:14,Club/Bar/Restaurant,11213.0,BROOKLYN,BROOKLYN,40.67058188746749,-73.93095247919862
13659,2016-02-04 23:56:56,2016-02-05 01:16:52,Store/Commercial,10009.0,NEW YORK,MANHATTAN,40.72517297915577,-73.98419055772301
137735,2016-08-11 21:02:41,2016-08-12 05:28:01,Residential Building/House,10454.0,BRONX,BRONX,40.811340250746774,-73.92126226223476
115734,2016-07-10 00:36:18,2016-07-10 01:48:07,Residential Building/House,11236.0,BROOKLYN,BROOKLYN,40.646334085527656,-73.90366624505096
126559,2016-07-24 03:44:56,2016-07-24 09:04:22,Street/Sidewalk,11210.0,BROOKLYN,BROOKLYN,40.62356093180085,-73.9462785727638
2480,2016-01-03 01:09:15,2016-01-03 02:34:54,Store/Commercial,11238.0,BROOKLYN,BROOKLYN,40.67218121346583,-73.95743277518966
180954,2016-10-07 20:46:56,2016-10-07 22:33:51,Street/Sidewalk,11205.0,BROOKLYN,BROOKLYN,40.69415901922049,-73.96705794626081
39967,2016-04-03 22:31:13,2016-04-04 03:37:35,Club/Bar/Restaurant,10460.0,BRONX,BRONX,40.83750813229211,-73.86713107778759
17670,2016-02-14 10:50:08,2016-02-15 00:22:31,Residential Building/House,10456.0,BRONX,BRONX,40.832518455882116,-73.91354015338139
7065,2016-01-16 21:10:56,2016-01-16 23:46:41,Residential Building/House,10463.0,BRONX,BRONX,40.875894942376384,-73.91247127084895
153334,2016-09-03 02:23:25,2016-09-03 16:16:02,Street/Sidewalk,10033.0,NEW YORK,MANHATTAN,40.850120520627286,-73.93009741074026
122631,2016-07-18 20:16:06,2016-07-19 06:08:18,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.855927105774214,-73.92813202780728
199802,2016-11-08 20:28:00,2016-11-09 05:48:28,Residential Building/House,11415.0,KEW GARDENS,QUEENS,40.7057922320402,-73.83441330302081
13297,2016-02-03 21:14:52,2016-02-03 21:39:26,Street/Sidewalk,11435.0,JAMAICA,QUEENS,40.709371510104425,-73.81985751751354
122151,2016-07-17 21:51:58,2016-07-17 22:59:19,Club/Bar/Restaurant,10032.0,NEW YORK,MANHATTAN,40.84204590792288,-73.93534280408295
56950,2016-05-04 02:07:24,2016-05-04 02:45:01,Residential Building/House,10029.0,NEW YORK,MANHATTAN,40.788765234580225,-73.94013974493386
141978,2016-08-19 16:43:29,2016-08-19 20:45:57,Residential Building/House,10466.0,BRONX,BRONX,40.886168864414884,-73.84505239404827
125566,2016-07-23 23:00:41,2016-07-24 00:59:29,Residential Building/House,10029.0,NEW YORK,MANHATTAN,40.79706936758712,-73.94274354523023
154006,2016-09-03 20:53:26,2016-09-03 21:22:04,Residential Building/House,11237.0,QUEENS,QUEENS,40.698255710249455,-73.90877356026989
73896,2016-05-26 16:15:36,2016-05-26 21:43:53,Residential Building/House,11432.0,JAMAICA,QUEENS,40.710473063554005,-73.78665906396577
136357,2016-08-07 22:16:37,2016-08-08 10:28:57,Residential Building/House,11420.0,SOUTH OZONE PARK,QUEENS,40.680058302262566,-73.80692127282408
64631,2016-05-14 22:26:23,2016-05-14 23:12:14,Residential Building/House,10012.0,NEW YORK,MANHATTAN,40.72223428946961,-73.99433237367849
40350,2016-04-05 19:17:01,2016-04-05 20:56:58,Residential Building/House,11694.0,ROCKAWAY PARK,QUEENS,40.579124790193184,-73.83570292500707
169163,2016-09-19 00:05:39,2016-09-19 01:28:01,Street/Sidewalk,10012.0,NEW YORK,MANHATTAN,40.720790639055856,-73.99671349730423
114962,2016-07-09 19:22:16,2016-07-09 22:35:14,Street/Sidewalk,10001.0,NEW YORK,MANHATTAN,40.75025495165388,-73.98766384780872
64324,2016-05-14 20:20:32,2016-05-14 23:07:23,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.86871007452637,-73.925236576778
103336,2016-06-26 01:40:45,2016-06-26 08:00:37,Club/Bar/Restaurant,10009.0,NEW YORK,MANHATTAN,40.72506594449667,-73.98426995490264
136392,2016-08-07 22:30:54,2016-08-07 22:51:51,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.688900977226346,-73.92725553944524
118685,2016-07-14 21:30:09,2016-07-15 08:38:28,Residential Building/House,10454.0,BRONX,BRONX,40.810766339435744,-73.92087640845148
70675,2016-05-22 00:56:34,2016-05-22 22:56:01,Residential Building/House,11220.0,BROOKLYN,BROOKLYN,40.64529838503529,-74.00460887050723
95851,2016-06-19 00:43:40,2016-06-19 02:43:46,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.68554492060027,-73.94331886017433
144414,2016-08-21 02:06:31,2016-08-21 05:49:18,Street/Sidewalk,11225.0,BROOKLYN,BROOKLYN,40.66772093344369,-73.95738515578259
53159,2016-04-28 02:14:22,2016-04-28 03:11:14,Residential Building/House,10030.0,NEW YORK,MANHATTAN,40.81996098581391,-73.94401006098994
213063,2016-12-06 01:04:02,2016-12-06 02:07:39,Street/Sidewalk,10031.0,NEW YORK,MANHATTAN,40.83097974232804,-73.94711567064502
3909,2016-01-08 15:15:29,2016-01-08 20:55:38,Residential Building/House,11212.0,BROOKLYN,BROOKLYN,40.66249333397121,-73.9270067970956
156653,2016-09-04 22:04:18,2016-09-04 23:12:25,Club/Bar/Restaurant,10306.0,STATEN ISLAND,STATEN ISLAND,40.57906513842803,-74.10811287953392
189956,2016-10-22 02:15:33,2016-10-22 03:42:54,Store/Commercial,11205.0,BROOKLYN,BROOKLYN,40.69403902833231,-73.96078694567967
174641,2016-09-25 15:36:04,2016-09-26 00:23:24,Street/Sidewalk,10010.0,NEW YORK,MANHATTAN,40.741005171942476,-73.98790734144528
203313,2016-11-17 08:23:37,2016-11-17 09:17:45,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.695464186095855,-73.91969697886626
163685,2016-09-12 18:59:04,2016-09-13 09:53:26,Residential Building/House,10456.0,BRONX,BRONX,40.829413000530494,-73.91948834363009
164657,2016-09-15 07:04:27,2016-09-15 08:54:56,Street/Sidewalk,11417.0,OZONE PARK,QUEENS,40.677983084314384,-73.84088891198681
194424,2016-10-30 00:14:46,2016-10-30 02:34:46,Residential Building/House,10011.0,NEW YORK,MANHATTAN,40.744003068198104,-74.0012017417145
174521,2016-09-25 09:47:50,2016-09-25 13:18:06,Residential Building/House,10452.0,BRONX,BRONX,40.84122947033232,-73.9126108481007
68882,2016-05-21 00:14:44,2016-05-21 04:39:29,Club/Bar/Restaurant,11105.0,ASTORIA,QUEENS,40.775789861408725,-73.90248606662297
127386,2016-07-25 11:03:07,2016-07-25 14:10:14,Residential Building/House,10035.0,NEW YORK,MANHATTAN,40.7991675460131,-73.93001005544936
84630,2016-06-05 16:39:40,2016-06-05 20:31:01,Residential Building/House,11419.0,SOUTH RICHMOND HILL,QUEENS,40.68624641170797,-73.82314710639389
83073,2016-06-04 21:44:32,2016-06-04 22:05:42,Residential Building/House,11419.0,SOUTH RICHMOND HILL,QUEENS,40.689272770431316,-73.81889135365456
111397,2016-07-04 03:35:55,2016-07-04 09:52:20,Residential Building/House,11420.0,SOUTH OZONE PARK,QUEENS,40.6723866791574,-73.82227540605959
36092,2016-03-27 02:49:03,2016-03-27 15:18:49,Club/Bar/Restaurant,11226.0,BROOKLYN,BROOKLYN,40.654357397439924,-73.95959212290914
72798,2016-05-24 22:09:28,2016-05-24 23:14:31,Residential Building/House,10459.0,BRONX,BRONX,40.81963170612799,-73.89349425440999
77740,2016-05-29 15:45:54,2016-05-29 16:55:30,Residential Building/House,11368.0,CORONA,QUEENS,40.75324141228486,-73.8595932197701
225161,2016-12-31 18:59:39,2017-01-01 00:34:51,Residential Building/House,10468.0,BRONX,BRONX,40.8722303566294,-73.88958087735644
14687,2016-02-06 23:40:54,2016-02-07 04:33:50,Residential Building/House,10453.0,BRONX,BRONX,40.84807930875128,-73.9150090941549
181234,2016-10-07 23:30:34,2016-10-08 04:23:55,Club/Bar/Restaurant,10031.0,NEW YORK,MANHATTAN,40.82513201562631,-73.94397319081621
10894,2016-01-29 00:57:13,2016-01-29 02:51:09,Residential Building/House,11208.0,BROOKLYN,BROOKLYN,40.686094659351156,-73.8748352951601
215371,2016-12-11 00:57:16,2016-12-11 02:50:40,Store/Commercial,11225.0,BROOKLYN,BROOKLYN,40.66782920486366,-73.95346315885033
117892,2016-07-12 18:31:39,2016-07-12 22:55:09,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.852262340341355,-73.92719616324084
105370,2016-06-28 22:58:57,2016-06-29 03:54:33,Club/Bar/Restaurant,11205.0,BROOKLYN,BROOKLYN,40.6935517461009,-73.96476476447691
180619,2016-10-06 23:07:02,2016-10-06 23:19:13,Residential Building/House,11372.0,JACKSON HEIGHTS,QUEENS,40.751693610336005,-73.88181144383454
211676,2016-12-03 22:31:36,2016-12-04 01:51:12,Club/Bar/Restaurant,10017.0,NEW YORK,MANHATTAN,40.75246678476581,-73.9702630385529
44322,2016-04-15 15:51:25,2016-04-15 20:20:09,Store/Commercial,11216.0,BROOKLYN,BROOKLYN,40.67852184148629,-73.95102933650169
109609,2016-07-03 18:47:48,2016-07-03 20:42:46,Street/Sidewalk,10468.0,BRONX,BRONX,40.86539343453777,-73.9051421680339
123257,2016-07-20 13:24:02,2016-07-20 14:08:28,Residential Building/House,11692.0,ARVERNE,QUEENS,40.59759688921185,-73.78695130198061
110418,2016-07-03 23:07:10,2016-07-04 02:46:00,Residential Building/House,11422.0,ROSEDALE,QUEENS,40.66211203646024,-73.73963191846383
185200,2016-10-14 18:54:22,2016-10-14 21:35:36,Residential Building/House,10025.0,NEW YORK,MANHATTAN,40.800584432883504,-73.96006681586128
831,2016-01-01 01:37:29,2016-01-01 01:50:08,Residential Building/House,10003.0,NEW YORK,MANHATTAN,40.73200740886107,-73.98409873162669
221194,2016-12-24 06:24:56,2016-12-24 07:49:17,Residential Building/House,10001.0,NEW YORK,MANHATTAN,40.746349731078475,-73.99509903083013
76529,2016-05-28 23:17:34,2016-05-29 08:24:46,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.68033360122072,-73.91036281660219
138173,2016-08-12 22:08:05,2016-08-12 23:21:01,Club/Bar/Restaurant,11209.0,BROOKLYN,BROOKLYN,40.6248814501285,-74.03049065493238
217058,2016-12-15 21:58:27,2016-12-16 01:40:54,Residential Building/House,11213.0,BROOKLYN,BROOKLYN,40.666964996366296,-73.94798106418997
129875,2016-07-30 23:52:29,2016-07-31 04:09:29,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.86465476060202,-73.92311167552407
47877,2016-04-19 22:01:44,2016-04-19 23:31:06,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.825661155238606,-73.9485977223673
214790,2016-12-10 18:37:10,2016-12-10 20:29:10,Residential Building/House,10003.0,NEW YORK,MANHATTAN,40.73505924010712,-73.98183195975558
161567,2016-09-10 22:50:36,2016-09-11 08:14:07,Residential Building/House,10039.0,NEW YORK,MANHATTAN,40.82668041683622,-73.93930347914457
2532,2016-01-03 01:34:37,2016-01-03 03:00:30,Residential Building/House,10467.0,BRONX,BRONX,40.88249707540828,-73.88281932442621
169609,2016-09-20 12:57:16,2016-09-20 16:45:52,Residential Building/House,11205.0,BROOKLYN,BROOKLYN,40.69486451742089,-73.9792140115764
189232,2016-10-21 00:11:59,2016-10-21 01:15:17,Residential Building/House,11204.0,BROOKLYN,BROOKLYN,40.62030391000168,-73.98899184196064
114662,2016-07-09 16:08:56,2016-07-09 19:51:41,Store/Commercial,10012.0,NEW YORK,MANHATTAN,40.72566263117805,-73.99984847068673
95658,2016-06-19 00:17:37,2016-06-19 02:41:49,Street/Sidewalk,11213.0,BROOKLYN,BROOKLYN,40.67404450422155,-73.93341835333044
153112,2016-09-03 01:34:48,2016-09-03 02:27:32,Street/Sidewalk,10003.0,NEW YORK,MANHATTAN,40.7288953649614,-73.9883497169031
223489,2016-12-28 01:47:10,2016-12-28 02:28:45,Club/Bar/Restaurant,11207.0,BROOKLYN,BROOKLYN,40.69161915678669,-73.9057391758118
10008,2016-01-25 02:27:10,2016-01-25 05:22:02,Residential Building/House,10469.0,BRONX,BRONX,40.86942049809479,-73.8511259334735
49714,2016-04-23 02:48:58,2016-04-23 10:47:37,Residential Building/House,10451.0,BRONX,BRONX,40.822042230564605,-73.91401623762977
192487,2016-10-27 23:58:01,2016-10-28 01:29:30,Residential Building/House,10026.0,NEW YORK,MANHATTAN,40.800383269350185,-73.9508927333173
222412,2016-12-25 06:16:05,2016-12-26 06:31:05,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.85499852325298,-73.93120204527995
200244,2016-11-10 21:13:37,2016-11-10 23:02:38,Street/Sidewalk,10459.0,BRONX,BRONX,40.828196231141,-73.88874337394931
94153,2016-06-18 17:10:50,2016-06-19 00:06:05,Residential Building/House,11208.0,BROOKLYN,BROOKLYN,40.68655268283235,-73.86957367746581
164012,2016-09-13 11:19:06,2016-09-14 01:36:57,Residential Building/House,10455.0,BRONX,BRONX,40.81639581193592,-73.90973157229158
90308,2016-06-12 18:47:09,2016-06-12 22:14:20,Club/Bar/Restaurant,11238.0,BROOKLYN,BROOKLYN,40.67228000402707,-73.95737503288208
66657,2016-05-17 09:40:07,2016-05-17 10:56:07,Street/Sidewalk,10007.0,NEW YORK,MANHATTAN,40.713809944084936,-74.01371457152324
20230,2016-02-21 00:53:56,2016-02-21 09:00:43,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.86344280932332,-73.92083542711791
147570,2016-08-27 08:16:07,2016-08-27 09:13:51,Residential Building/House,10453.0,BRONX,BRONX,40.85680770411727,-73.90149969181229
120082,2016-07-16 20:22:01,2016-07-16 20:47:27,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.694932610934146,-73.8907976923268
146366,2016-08-25 17:21:33,2016-08-25 17:29:18,Street/Sidewalk,10470.0,BRONX,BRONX,40.898994888191034,-73.85571871543965
200504,2016-11-11 14:50:34,2016-11-11 18:56:24,Residential Building/House,10469.0,BRONX,BRONX,40.87011470483285,-73.84472461922412
34744,2016-03-25 23:00:47,2016-03-26 00:53:34,Store/Commercial,10029.0,NEW YORK,MANHATTAN,40.79430839968981,-73.9432081997356
147847,2016-08-27 19:25:09,2016-08-27 22:54:14,Residential Building/House,11205.0,BROOKLYN,BROOKLYN,40.68967742676952,-73.95302241476658
149322,2016-08-28 02:04:35,2016-08-28 02:30:58,Residential Building/House,11422.0,ROSEDALE,QUEENS,40.66209289156353,-73.73248443046336
73633,2016-05-25 23:40:57,2016-05-26 03:27:10,Residential Building/House,11435.0,JAMAICA,QUEENS,40.711986251284145,-73.81403579218373
99774,2016-06-23 21:00:53,2016-06-23 21:51:41,Store/Commercial,10005.0,NEW YORK,MANHATTAN,40.70493120920322,-74.00748754821632
200990,2016-11-12 02:03:13,2016-11-12 05:45:39,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.71802950222907,-73.95657378478377
135817,2016-08-07 10:58:29,2016-08-07 20:34:11,Street/Sidewalk,11377.0,WOODSIDE,QUEENS,40.74601493138089,-73.89627534618505
194286,2016-10-29 23:51:13,2016-10-30 01:05:25,Club/Bar/Restaurant,11101.0,LONG ISLAND CITY,QUEENS,40.74216218322472,-73.95871968723145
41709,2016-04-09 03:04:33,2016-04-09 04:21:48,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.805194054556395,-73.949231206191
219014,2016-12-18 04:08:18,2016-12-18 04:48:26,Residential Building/House,10011.0,NEW YORK,MANHATTAN,40.74680270011413,-74.0020823847107
201225,2016-11-12 17:29:44,2016-11-12 21:46:58,Residential Building/House,10023.0,NEW YORK,MANHATTAN,40.777659613853054,-73.97723841169983
66320,2016-05-16 10:22:46,2016-05-16 10:35:08,Residential Building/House,10458.0,BRONX,BRONX,40.869792085571696,-73.89143976154584
55923,2016-05-01 04:47:12,2016-05-01 05:34:07,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.82681519842488,-73.94537374407459
177756,2016-10-01 23:06:25,2016-10-02 06:20:26,Residential Building/House,10458.0,BRONX,BRONX,40.853073367140134,-73.88500386778793
181369,2016-10-08 00:13:19,2016-10-08 04:27:16,Residential Building/House,10460.0,BRONX,BRONX,40.84750998190112,-73.88241469419124
51920,2016-04-24 23:45:24,2016-04-25 06:29:20,Street/Sidewalk,11201.0,BROOKLYN,BROOKLYN,40.70380846430779,-73.99065154232787
44798,2016-04-16 00:34:46,2016-04-16 07:39:36,Residential Building/House,10472.0,BRONX,BRONX,40.825656147871406,-73.8645134459984
181387,2016-10-08 00:19:38,2016-10-08 03:05:39,Residential Building/House,10011.0,NEW YORK,MANHATTAN,40.73817870898522,-74.00090212962819
216467,2016-12-13 19:09:18,2016-12-13 20:20:40,Club/Bar/Restaurant,10023.0,NEW YORK,MANHATTAN,40.773347791259134,-73.97806306222111
178828,2016-10-02 18:23:08,2016-10-03 02:47:59,Residential Building/House,10465.0,BRONX,BRONX,40.81883639695196,-73.81226675648234
74510,2016-05-27 12:10:48,2016-05-27 14:07:49,Residential Building/House,10462.0,BRONX,BRONX,40.85276058952085,-73.86485947089797
84899,2016-06-06 01:41:33,2016-06-06 02:01:08,Street/Sidewalk,10003.0,NEW YORK,MANHATTAN,40.73184611700195,-73.98982855300702
45047,2016-04-16 11:06:05,2016-04-16 12:25:55,Street/Sidewalk,11106.0,ASTORIA,QUEENS,40.765224412690074,-73.93169187852727
34154,2016-03-24 21:32:30,2016-03-25 07:38:49,Residential Building/House,10456.0,BRONX,BRONX,40.832549892510755,-73.89824719286192
141296,2016-08-17 10:23:29,2016-08-17 17:09:20,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.85657227304071,-73.93296089464994
213607,2016-12-08 00:41:31,2016-12-08 09:11:12,Residential Building/House,10453.0,BRONX,BRONX,40.847883810504094,-73.92189129741487
147597,2016-08-27 11:49:25,2016-08-27 12:54:11,Residential Building/House,10455.0,BRONX,BRONX,40.81344553828488,-73.91011850960015
103235,2016-06-26 01:14:24,2016-06-26 04:05:52,Residential Building/House,11428.0,QUEENS VILLAGE,QUEENS,40.72066135493567,-73.74719556992338
175270,2016-09-26 09:28:05,2016-09-26 23:23:02,Residential Building/House,10467.0,BRONX,BRONX,40.858772360932726,-73.86560280394862
121584,2016-07-17 03:24:34,2016-07-17 06:12:04,Residential Building/House,10457.0,BRONX,BRONX,40.842435724994736,-73.89450224185764
161898,2016-09-11 00:07:46,2016-09-11 00:44:06,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.67574767334945,-73.91475283337198
139215,2016-08-13 22:29:05,2016-08-14 00:58:07,Residential Building/House,10457.0,BRONX,BRONX,40.853324897148546,-73.89858773194237
150265,2016-08-28 22:34:24,2016-08-29 03:10:56,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.8479991031889,-73.94029607984919
135631,2016-08-07 03:16:02,2016-08-12 00:47:34,Residential Building/House,10470.0,BRONX,BRONX,40.90564492872672,-73.84902615882892
40578,2016-04-06 16:18:06,2016-04-06 20:41:38,Residential Building/House,10453.0,BRONX,BRONX,40.84901980016448,-73.91749107675265
144893,2016-08-21 19:52:41,2016-08-21 21:02:40,Residential Building/House,11216.0,BROOKLYN,BROOKLYN,40.686578918822,-73.94745735564841
200068,2016-11-09 23:06:34,2016-11-10 01:56:06,Store/Commercial,11222.0,BROOKLYN,BROOKLYN,40.72234137388135,-73.94948913560036
39318,2016-04-03 00:18:10,2016-04-03 01:27:06,Club/Bar/Restaurant,11217.0,BROOKLYN,BROOKLYN,40.67915413315733,-73.98342992763081
10731,2016-01-28 20:14:16,2016-01-28 22:31:35,Store/Commercial,11358.0,FLUSHING,QUEENS,40.76808008379468,-73.79115328133537
141595,2016-08-18 10:28:58,2016-08-18 15:54:51,Store/Commercial,10029.0,NEW YORK,MANHATTAN,40.79852629640253,-73.94170209641075
56165,2016-05-01 19:24:00,2016-05-01 21:05:46,Residential Building/House,11106.0,ASTORIA,QUEENS,40.75862866445189,-73.92700612674527
180229,2016-10-05 22:37:12,2016-10-05 22:54:19,Residential Building/House,10027.0,NEW YORK,MANHATTAN,40.81422432071962,-73.94952055422276
24706,2016-03-05 00:58:34,2016-03-05 03:16:39,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.68013114781913,-73.91121395825989
98839,2016-06-21 19:38:40,2016-06-21 21:08:57,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.712614670936354,-73.95814641629974
9253,2016-01-23 00:39:46,2016-01-23 01:14:05,House of Worship,11233.0,BROOKLYN,BROOKLYN,40.67763582366031,-73.91079546673191
174648,2016-09-25 15:46:35,2016-09-25 20:38:55,Residential Building/House,10035.0,NEW YORK,MANHATTAN,40.80164622175058,-73.93501723799291
35662,2016-03-26 23:29:23,2016-03-27 03:13:53,Street/Sidewalk,11378.0,MASPETH,QUEENS,40.71611959965635,-73.90322268592563
151030,2016-08-29 23:52:35,2016-08-30 03:23:01,Street/Sidewalk,11237.0,BROOKLYN,BROOKLYN,40.699700156104655,-73.91322553423628
34615,2016-03-25 20:57:19,2016-03-26 00:54:44,Residential Building/House,11231.0,BROOKLYN,BROOKLYN,40.67818898194475,-74.00650751688964
85996,2016-06-09 00:03:45,2016-06-09 04:04:29,Street/Sidewalk,10036.0,NEW YORK,MANHATTAN,40.7573583875063,-73.9879729542043
183612,2016-10-10 03:35:01,2016-10-10 04:55:22,Residential Building/House,10003.0,NEW YORK,MANHATTAN,40.73142363036353,-73.99250947497119
196820,2016-11-03 02:42:54,2016-11-03 02:58:21,Street/Sidewalk,11221.0,BROOKLYN,BROOKLYN,40.68807253530004,-73.9280172687521
