Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard
1930,Qtr 1,February,10,England,Farman,Farman F 63F,Marden England,Union Air,0,2,6
1930,Qtr 2,April,18,New,Fairchild,Fairchild 71NC9148,Jersey City New,Airways Colonial JerseyCanadian,0,4,4
1930,Qtr 2,May,10,Argentina,Latecoere,Latecoere 28F AJPD,Buenos Aires Argentina,Aeropostale,0,3,4
1930,Qtr 2,June,5,Massachusetts,Ford,Ford Tri Motor 5NC9675,Boston Massachusetts,Transport Air Colonial,0,1,15
1930,Qtr 3,July,7,Denmark,Dornier,Dornier WalD 864,Bornholm Denmark,Lufthansa Deutsche,0,5,8
1930,Qtr 3,July,10,Texas,Lockheed Vega,Lockheed Vega 5NC 394H,Arkansas Pass Texas,Airways Cross,0,5,5
1930,Qtr 3,July,21,Kent,Junkers,Junkers F 13geG,Near Meopham Kent,England Walcot Air Line,0,6,6
1930,Qtr 3,August,22,Czechoslovakia,Ford,Ford 5 AT,Iglau Czechoslovakia,Aerolinie Ceskoslovenske,0,10,11
1930,Qtr 3,September,11,England,Sabca,Sabca F VIIOO,Croydon England,Sabena,0,2,2
1930,Qtr 3,September,25,Alberta,Boeing,Boeing 40CF AIN,Edmonton Alberta,Canada Western Canada Airways,0,3,3
1930,Qtr 4,October,5,France,Royal Airship Works,Royal Airship Works R 101G,Near Beauvais France,Ministry Air British - Military,0,48,54
1930,Qtr 4,October,6,Germany,Messerschmitt,Messerschmitt M 20BD,Dresden Germany,Lufthansa Deutsche,0,8,8
1930,Qtr 4,October,12,Morocco,Latecoere,Latecoere 28F AJUU,La Rache Morocco,Aeropostale,0,4,4
1930,Qtr 4,October,13,Australia,de Havilland DH.80 Puss,de Havilland DH.80 Puss MothVH UPC,Perth Australia,Ltd Wings,0,3,3
1930,Qtr 4,October,28,BC,Lockheed,Lockheed VegaNC103W,Prince Rupert BC,Canada Alaska-Washington Airways,0,3,3
1930,Qtr 4,October,30,France,Handley Page,Handley Page W 8G,Near Neufchatel France,Airways Imperial,0,3,6
1930,Qtr 4,October,30,Indiana,Pitcairn,Pitcairn PA 6 Mailwing?,Brookston Indiana,Company Riddle Embry,0,1,1
1930,Qtr 4,November,7,Brazil,Junkers,Junkers G 24P,Off of Santos Brazil,Condor Syndicato,0,1,9
1930,Qtr 4,November,18,California,Boeing,Boeing 40NC5340,Techachapi Mountains California,Transport Air Pacific,0,3,3
1930,Qtr 4,December,9,China,Loening,Loening C W Air Yaht?,Shanghai China,Corporation Aviation National China,0,4,6
1931,Qtr 1,January,8,Belgium,Fokker,Fokker F VIIOO,Melle Belgium,Sabena,0,2,2
1931,Qtr 1,January,22,Washington,Boeing,Boeing 40NC741K,Bluff Mountain Washington,Lines Air Varney,0,1,1
1931,Qtr 1,February,8,New,Desoutter,Desoutter IIZK ACA,Wairoa New,Lines Air ZealandDominion,0,3,3
1931,Qtr 1,February,20,Manitoba,Fokker Universal,Fokker Universal F 14?,Bagot Manitoba,Canada Western Canada Airways,0,2,3
1931,Qtr 1,February,24,N/A,Latecoere,Latecoere 32F AITX,Off SpainAeropostale,N/A,0,1,3
1931,Qtr 1,March,21,Australia,Avro,Avro 10VH UMF,New South Wales Australia,Airways National Australian,0,8,8
1931,Qtr 1,March,31,Kansas,Fokker F10A,Fokker F10A TrimotorNC 999,Bazaar Kansas,Air Western and Continental Trans,0,8,8
1931,Qtr 2,April,14,Germany,Messerschmitt,Messerschmitt M 20D,Near Letschen Germany,Lufthansa Deutsche,0,2,10
1931,Qtr 2,May,5,California,Boeing,Boeing 40NC5390,Burbank California,Transport Air Pacific,0,2,2
1931,Qtr 2,May,22,Australia,Junkers,Junkers W 34VH,Wampit Australia,Airways Guiena,0,1,1
1931,Qtr 2,May,24,Pennsylvania,Boeing,Boeing 95NC397E,Bellefonte Pennsylvania,Transport Air National,0,1,1
1931,Qtr 2,June,7,Burma,Fokker,Fokker F VIIBPH,Near Sandoway Burma,Orient Air,0,4,4
1931,Qtr 2,June,11,Ohio,Lockheed Vega,Lockheed Vega 2NC857E,Walbridge Ohio,Service Flying Rubner,0,2,3
1931,Qtr 2,June,13,Germany,Dornier,Dornier MerkurD 1455,Saarbrucken Germany,Lufthansa Deutsche,0,4,4
1931,Qtr 3,July,12,Illinois,Lockheed,Lockheed VegaNC8497,Chicago Illinois,Airlines Braniff,0,2,2
1931,Qtr 3,July,14,Australia,Lasco,Lasco LascowlVH UGF,Temora Australia,Services Aerial Australian,0,2,2
1931,Qtr 3,July,21,Illinois,Pitcairn,Pitcairn PA 6 Mailwing?,Centralia Illinois,Airways American,0,1,1
1931,Qtr 3,July,24,Bulgaria,Fokker,Fokker F VIIF,Kurudjevo Bulgaria,CIDNA,0,7,7
1931,Qtr 3,August,9,Ohio,Ford,Ford 5 AT,Cincinnati Ohio,Airways American,0,6,6
1931,Qtr 3,September,14,Illinois,Lockheed,Lockheed VegaNC606,Chicago Illinois,Airways Chicago-Detroit,0,1,1
1931,Qtr 3,September,15,Oltenia,Fokker,Fokker F VIIb,Near Craiova Oltenia,Romania CIDNA,0,6,6
1931,Qtr 3,September,16,California,Boeing,Boeing 40NC10347,Oakland California,Transport Air Pacific,0,4,4
1931,Qtr 4,October,6,Canada,Heinkel,Heinkel HE 2D,Novia Scotia Canada,Lufthansa Deutsche,0,3,3
1931,Qtr 4,October,14,N/A,Dornier,Dornier WalP BALSA,BrazilSyndicato Condor,N/A,0,3,3
1931,Qtr 4,November,5,New,Lockheed Orion,Lockheed Orion 9NC12221,Camden New,Phil.          JerseyNY,0,5,5
1931,Qtr 4,November,13,South,De Havilland,De Havilland DH.80ZS ACD,Sir Lowry's pass South,Airways AfricaUnion,0,3,3
1931,Qtr 4,November,23,Utah,Boeing,Boeing 40NC7465,Salt Lake City Utah,Transport Air Boeing,0,1,1
1931,Qtr 4,November,24,China,Stinson?,Stinson?,Near Tsinan China,Corporation Aviation National China,0,3,3
1931,Qtr 4,November,26,Washington,Boeing,Boeing 40NC10338,Pasco Washington,Lines Air Varney,0,1,1
1931,Qtr 4,December,5,Illinois,Lockheed Vega,Lockheed Vega 5NC433E,Kewanee Illinois,Airways Braniff,0,2,6
1931,Qtr 4,December,6,Thailand,Fokker,Fokker F VIIb,Bangkok Thailand,Airlines Dutch Royal KLM,0,5,7
1931,Qtr 4,December,9,N/A,Cams,CAMS 56F AIOX,Off AlgiersAeropostale,N/A,0,2,2
1931,Qtr 4,December,31,Ohio,Fairchild Pilgrim,Fairchild Pilgrim 100A?,Springfield Ohio,Airways American,0,4,5
1932,Qtr 1,January,21,Ilinois,Stinson,Stinson SM 2ANC443H,Colvin Park Ilinois,Airways Northwest,0,1,1
1932,Qtr 1,January,29,California,Stinson,Stinson SM 6000BNC10813,Lebec California,Lines Pacific Century,0,8,8
1932,Qtr 1,February,1,Florida,Fairchild?,Fairchild?,Off Miami Florida,Airways Bimini,0,5,5
1932,Qtr 1,February,2,California,Boeing 40,Boeing 40 NC291,Rio Vista California,Transport Air Boeing,0,1,2
1932,Qtr 1,February,2,Michigan,Stearman,Stearman C 3MBNC6411,Marcellus Michigan,Airlines Transamerican,0,1,1
1932,Qtr 1,February,27,Brazil,Latecoere,Latecoere 28F AJOX,Off Setiba Brazil,Aeropostale,0,3,3
1932,Qtr 1,March,8,Illinois,Stinson,Stinson SM 6000BNC11122,Saint Louis Illinois,Lines Air Century,0,3,5
1932,Qtr 1,March,19,California,Fokker,Fokker F 10ANC652E,Calimesa California,Airways American,0,7,7
1932,Qtr 1,March,21,Ohio,Northrop Alpha,Northrop Alpha 3NC966Y,Steubenville Ohio,Air Western and Continental Trans,0,1,1
1932,Qtr 1,March,29,Iraq,Farman,Farman F 190F,Rutbah Wells Iraq,Orient Air,0,3,3
1932,Qtr 1,March,31,Ohio,Boeing,Boeing 95NC191E,Bedford Ohio,Transport Air National,0,1,1
1932,Qtr 2,April,21,Indiana,Stearman,Stearman C 3MBNC6412,Fort Wayne Indiana,Airlines Transamerica,0,1,1
1932,Qtr 2,May,16,California,Boeing,Boeing 40NC5589,Burbank California,Transport Air Pacific,0,3,3
1932,Qtr 2,May,30,Oregon,Boeing,Boeing 40NC830M,Portland Oregon,Lines Air Varney,0,1,2
1932,Qtr 3,July,16,near,Ford,Ford 5 AT,Mount El Plomo near,Chile          Vitacura Panagra,0,9,9
1932,Qtr 3,August,12,Lebanon,Cams,CAMS 53F AIQY,Beyrouth Lebanon,Orient Air,0,0,7
1932,Qtr 3,August,31,Germany,Junkers,Junkers G 23SE,Tubergen Germany,Aerotransport B A,0,2,2
1932,Qtr 3,September,8,Texas,Fokker,Fokker F 10NC9716,Salt Flats Texas,Airways American,0,3,4
1932,Qtr 3,September,17,England,Liore,Liore  et,Selsdon Park England,Union Air,0,1,2
1932,Qtr 3,September,18,Australia,De Havilland,De Havilland DH 80VH,Byron Bay Australia,Airways England New,0,3,3
1932,Qtr 4,October,12,Mauritania,Latecoere,Latecoere 28F AJIP,Port Etienne Mauritania,Aeropostale,0,1,1
1932,Qtr 4,October,26,Bolivia,Ford,Ford Tri motor 5?,Villa Monte Bolivia,Boliviano Aero Lloyd,0,2,2
1932,Qtr 4,October,29,England,Junkers,Junkers W 33 D,Ramsgate England,Lufthansa Deutsche,0,2,2
1932,Qtr 4,November,2,Germany,Junkers,Junkers F 13D,Echterpfuhl Germany,Lufthansa Deutsche,0,5,5
1932,Qtr 4,November,25,Arkansas,Travel Air 6000,Travel Air 6000 NC369M,Marianna Arkansas,Airways Hunter,0,2,2
1932,Qtr 4,December,14,Colorado,Boeing,Boeing 40NC281,Rocky Ridge Colorado,Transport Air Boeing,0,1,1
1932,Qtr 4,December,14,Texas,Ford,Ford 5NC9650,Amarillo Texas,Air Western and Continental Trans,0,2,2
1932,Qtr 4,December,26,Australia,De Havilland,De Havilland DH 60VH,Wau Australia,Airways Guinea,0,1,1
1933,Qtr 1,January,10,N/A,Cams,CAMS 53F AISV,AlgiersAeropostale,N/A,0,1,3
1933,Qtr 1,January,14,New,Curtiss Condor,Curtiss Condor 18NC185H,Newark New,Transport Air JerseyEastern,0,2,2
1933,Qtr 1,January,20,Georgia,Stearman,Stearman 4N490W,Marietta Georgia,Airways American,0,1,1
1933,Qtr 1,January,20,Texas,Stearman,Stearman 4NC11721,Bourne Texas,Airways American,0,1,1
1933,Qtr 1,January,24,Oregon,Ford,Ford 5 AT,Eugene Oregon,Transport Air Pacific,0,2,3
1933,Qtr 1,March,11,Argentina,Fairchild,Fairchild FC 2WNC9723,Near Mendoza Argentina,Airways Grace American Pan,0,2,2
1933,Qtr 1,March,25,California,Lockheed Orion,Lockheed Orion 9NC12226,Hayward California,Airlines Varney,11,3,3
1933,Qtr 1,March,28,Belgium,Armstrong Whitworth Argosy,Armstrong Whitworth Argosy IIG AACI,Near Dixmude Belgium,Airways Imperial,0,15,15
1933,Qtr 2,April,3,Germany,Junkers,Junkers F 13D,Hemkenrode Germany,Lufthansa Deutsche,0,1,2
1933,Qtr 2,April,4,New,Goodyear,Goodyear  Zeppelin U.S.S. Akron (airship)ZRS,Off Barnegat New,Navy U.S. - JerseyMilitary,0,73,76
1933,Qtr 2,April,23,Calabria,Cams,Cams 53 1F,Near Castrovillari Calabria,Italy Air Orient,0,5,8
1933,Qtr 2,April,29,Germany,Junkers,Junkers W 34D,Traunstein Germany,Eurasia,0,4,4
1933,Qtr 2,May,9,Spain,Latecoere,Latecoere 28 1F,Near Viladrau Spain,Company Tecoere La - Aeropostale,0,6,6
1933,Qtr 2,June,4,Virginia,Pitcairns,Pitcairns PA 6?,Bowling Green Virginia,Transport Air Eastern,0,1,1
1933,Qtr 2,June,11,Illinois,Sikorsky,Sikorsky S 38B (flying boat)NC,Glenview Illinois,Palwaukee,0,9,9
1933,Qtr 3,July,18,N/A,CMASA Wal (flying,CMASA Wal (flying boat)I AZEE,Aegean SeaSocieta Anonima Aero Expresso Italiana,N/A,0,6,6
1933,Qtr 3,August,29,New,Ford,Ford 5 AT,Quay New,Air Western and Continental MexicoTrans,0,5,5
1933,Qtr 3,September,12,Yugoslavia,Farman,Farman F 306YU,Near Ljubljana Yugoslavia,Aeroput,0,8,8
1933,Qtr 4,October,10,Indiana,Boeing,Boeing 247NC13304,Chesterton Indiana,Lines Air United,0,10,10
1933,Qtr 4,October,31,France,Farman,Farman F 301F,Etobon France,France Air,0,2,5
1933,Qtr 4,November,9,Oregon,Boeing,Boeing 247NC13345,Portland Oregon,Lines Air United,0,4,10
1933,Qtr 4,November,10,New,Northrop,Northrop DeltaNC12292,Moriarty New,Air Western and Continental MexicoTrans,0,0,1
1933,Qtr 4,November,20,China,Stinson?,Stinson?,Near Tsinan China,Corporation Aviation National China,0,8,8
1933,Qtr 4,November,21,Ukraine,Kalinin,Kalinin K 7?,Near Kharkov Ukraine,USSRKalinin,0,14,20
1933,Qtr 4,November,24,Illinois,Boeing,Boeing 247NC13324,Wedron Illinois,Transport Air National,0,2,2
1933,Qtr 4,December,11,Germany,Focke,Focke  Wulf A,Hamburg Germany,Lufthansa Deutsche,0,6,10
1933,Qtr 4,December,14,South,Junkers,Junkers W 34ZS,Eshowe South,Airways AfricaUnion,0,5,6
1933,Qtr 4,December,30,Belgium,Avro,Avro 10G ABLU,Near Ruysselede Belgium,Airways Imperial,0,10,10
1934,Qtr 1,January,15,France,Dewoitine,Dewoitine D 332F,Corbigny France,France Air,0,14,14
1934,Qtr 1,January,20,France,Breguet,Breguet 280TF AJKX,Carombe France,France Air,0,2,2
1934,Qtr 1,February,23,Utah,Boeing,Boeing 247NC13357,Near Salt Lake City Utah,Company Aircraft Boeing,0,8,8
1934,Qtr 1,February,26,Morocco,Latécoère,Latécoère 28F AJPA,Rio de Oro Morocco,France Air,0,1,6
1934,Qtr 1,March,6,Illinois,Fairchild Pilgrim,Fairchild Pilgrim 100ANC710Y,Petersburg Illinois,Airways American,0,4,4
1934,Qtr 1,March,10,Colombia,Sikorsky,Sikorsky S 38 Flying BoatNC,Pereira Colombia,(Scadta) Airways American Pan,0,5,6
1934,Qtr 1,March,22,Peru,Ford,Ford 5 AT,Near Lima Peru,Airlines Grace American Pan,0,3,15
1934,Qtr 2,April,10,China,Sikorsky,Sikorsky S 38BBNV17V,Ningpo Bay China,Corporation Aviation National China,0,3,3
1934,Qtr 2,May,9,N/A,Wibault,Wibault 282TF AMHP,English ChannelAir France,N/A,0,6,6
1934,Qtr 2,May,31,England,Liore,Liore  et,Croydon England,France Air,0,2,2
1934,Qtr 2,June,9,New,Curtiss Condor,Curtiss Condor T 32NC12354,Mongaup Mountain New,Airways YorkAmerican,0,7,7
1934,Qtr 2,June,11,Argentina,Ford,Ford 5 AT,Junin Argentina,Panagra,0,6,10
1934,Qtr 2,June,22,Germany,Dornier,Dornier MerkurD 1445,Chausseehausen Germany,Lufthansa Deutsche,0,1,7
1934,Qtr 2,June,23,California,Lockheed,Lockheed OrionXA BEJ,Burbank California,Service Air Centrales Aerevias,0,1,1
1934,Qtr 3,July,9,California,Lockheed,Lockheed VegaNC32E,San Bernardino California,Services Air United,0,3,4
1934,Qtr 3,July,27,Germany,Curtiss,Curtiss AT 32C CondorCH,Near Tuttlingen Germany,Swissair,0,12,12
1934,Qtr 3,August,5,Brazil,Latecoere,Latecoere 26F AILK,Bahia Brazil,France Air,0,2,2
1934,Qtr 3,August,10,China,Sikorsky,Sikorsky S 38B?,Ningbo China,Corporation Aviation National China,0,0,0
1934,Qtr 3,August,31,Missouri,Stinson,Stinson  SM 6000BNC11118,Amazonia Missouri,Transport Air Rapid,0,5,5
1934,Qtr 4,October,2,N/A,de havilland 89 Dragon,de havilland 89 Dragon RapideG ACPM,English ChannelHillman's Airways,N/A,0,7,7
1934,Qtr 4,October,3,Australia,De Havilland,de Havilland DH 50AVH,Near Winton Australia,Qantas,0,3,3
1934,Qtr 4,October,19,Australia,De Havilland,de Havilland DH 86VH,Bass Strait Australia,Airways Holymans,0,11,11
1934,Qtr 4,November,2,Australia,De Havilland,De Havilland DH 61VH,Kiapit Australia,Service Transport Air Holdens,0,2,4
1934,Qtr 4,November,15,Australia,De Havilland,de Havilland DH 86VH,Near Longreach Australia,Qantas,0,4,4
1934,Qtr 4,November,15,Montana,Stinson,Stinson SM 6000,Amazonia Montana,Transport Air Rapid,0,2,2
1934,Qtr 4,December,7,Germany,Junkers,Junkers F 13D,Salchau Germany,Lufthansa Deutsche,0,3,3
1934,Qtr 4,December,8,Missouri,Lockheed Vega,Lockheed Vega 5CNC106W,Columbia Missouri,Airlines Braniff,0,1,1
1934,Qtr 4,December,10,Cuba,Ford,Ford 4 AT,Palma Soriano Cuba,Aviacion de Cubana,0,4,8
1934,Qtr 4,December,20,Syria,Douglas,Douglas DC 2,Rutbah Wells Syria,Airlines Dutch Royal KLM,0,7,7
1934,Qtr 4,December,22,Tennessee,Lockheed Orion,Lockheed Orion 9DNC12286,Sunbright Tennessee,Airlines American,0,1,1
1934,Qtr 4,December,31,N/A,Tupolev,Tupolev ANT 9?,?Aeroflot,N/A,0,10,10
1935,Qtr 1,January,8,Pakistan,Wapiti?,Wapiti?,Near Karachi Pakistan,Force Air Indian,15,0,2
1935,Qtr 1,January,26,Pennsylvania,Consolidated,Consolidated FleetsterNC13212,Pittsburgh Pennsylvania,Air Western and Continental Trans,0,1,1
1935,Qtr 1,January,31,Germany,Junkers,Junkers JU 52/3mD,Stettin Germany,Deruluft,0,11,11
1935,Qtr 1,February,12,Californiia,Goodyear,Goodyear  Zeppelin U.S.S. Macon (airship)ZRS,Off Point Sur Californiia,Navy US - Military,0,2,83
1935,Qtr 1,March,7,Germany,Rochrbach,Rochrbach RolandD AJYP,Schievelbein Germany,Deruluft,0,0,3
1935,Qtr 1,March,15,Egypt,de Havilland Dragon,de Havilland Dragon 1SU ABI,El Arish Egypt,Misrair,0,3,6
1935,Qtr 1,March,29,Germany,Junkers,Junkers F 13D,Off Samland Germany,Lufthansa Deutsche,0,5,5
1935,Qtr 2,April,1,France,Farman,Farman F 300F,Beauvais France,France Air,0,1,3
1935,Qtr 2,April,6,Germany,Fokker,Fokker F 12PH,Brilon Germany,Airlines Dutch Royal KLM,0,7,7
1935,Qtr 2,May,1,Colorado,Lockheed,Lockheed VegaNC891E,Near Walsenberg Colorado,Lines Air Varney,0,1,1
1935,Qtr 2,May,6,Missouri,Douglas,Douglas DC 2,Atlanta Missouri,Air Western and Continental Trans,0,5,14
1935,Qtr 2,May,18,Michigan,Ford model,Ford model 4 AT,Flint Michigan,Detroit of Service Flying Knowles,0,3,12
1935,Qtr 2,May,18,Russia,Tupolev,Tupolev ANT 20 / I,Near Moscow Russia,Eskadril'ya Gor'ky,2,50,50
1935,Qtr 2,May,27,Wyoming,Boeing,Boeing 221NC725W,Glendo Wyoming,Service Air Wyoming,0,1,1
1935,Qtr 2,May,28,Illinois,Stinson SM6000B,Stinson SM6000B Tri motorNC10894,Maywood Illinois,Airlines Southern and Chicago,0,2,2
1935,Qtr 2,May,29,Honduras?,??,??,San Barbra Honduras?,N/A,0,6,9
1935,Qtr 2,June,24,Colombia,Ford,Ford Tri Motor / Ford Tri,Medellin Colombia,SCADTA / Columbiano Aereo Servicio,0,17,20
1935,Qtr 3,July,14,Netherlands,Fokker,Fokker F XXIIPH,Amsterdam Netherlands,Airlines Dutch Royal KLM,0,6,20
1935,Qtr 3,July,19,Mississippi,General,General 102 ENC,Off Chandeleur Island Mississippi,Corporation Service Air Wedell-Williams,0,2,2
1935,Qtr 3,July,20,Switzerland,Douglas,Douglas DC 2PH,Pian Giacomo Switzerland,Airlines Dutch Royal KLM,0,13,13
1935,Qtr 3,July,23,United,De Havilland,de Havilland DH 84 DragonG,Cardiff United,Airways KingdomJersey,0,1,8
1935,Qtr 3,July,28,Colombia,Junkers,Junkers W 34406,El Retiro Colombia,Colombiana Aerea Fuerza,0,5,5
1935,Qtr 3,August,7,Egypt,Savoia,Savoia  Marchetti S,Cairo Egypt,Littoria Ala,0,7,7
1935,Qtr 3,August,13,China,Sikorsky,Sikorsky S 38BNV40V,Hangow China,Corporation Aviation National China,0,0,0
1935,Qtr 3,August,14,Texas,Stinson Model,Stinson Model ANC14599,Near Gilmer Texas,Lines Air Delta,0,4,4
1935,Qtr 3,August,15,near,Lockheed Orion 9E Explorer float,Lockheed Orion 9E Explorer float planeNR12283,Walakpa near,Alaska         Barrow Point Private,0,2,2
1935,Qtr 3,August,15,Wyoming,"Waco, model","Waco, model YLCNC14140",Near Glendo Wyoming,Co Transit Mayflower Aero,0,3,3
1935,Qtr 3,September,1,California,Boeing,Boeing 247NC13314,Burbank California,Express Air Western,0,3,3
1935,Qtr 3,September,13,Panama,Ford,Ford Tri Motor?,Near Tambo Panama,Airways Panama,0,8,8
1935,Qtr 4,October,2,Victoria,De Havilland,de Havilland DH 86VH,Off Finders Island Victoria,Australia Holyman Airways,0,5,5
1935,Qtr 4,October,7,Wyoming,Boeing,Boeing 247DNC13317,Near Cheyenne Wyoming,Lines Air United,0,12,12
1935,Qtr 4,October,9,N/A,Junkers,Junkers F 13OH,Gulf of FinlandAero O-Y,N/A,0,6,6
1935,Qtr 4,October,21,New,Curtiss,Curtiss AT 32C CondorNC725K,Troy New,Service Flying YorkChamberlin,0,1,6
1935,Qtr 4,October,30,Wyoming,Boeing,Boeing B 247,Cheyenne Wyoming,Lines Air United,0,4,4
1935,Qtr 4,November,2,Brazil,Latécoère,Latécoère 28 1F,Off Nhambupe Brazil,France Air,0,4,4
1935,Qtr 4,November,9,Italy,Short,Short S 17 KentG,Brindisi Italy,Airways Imperial,0,12,13
1935,Qtr 4,November,9,Texas,Lockheed,Lockheed VegaNC980Y,Near Fort Worth Texas,Airlines Braniff,0,1,1
1935,Qtr 4,November,11,France,Latecoere,Latecoere 28F AJPB,Istres France,France Air,0,3,3
1935,Qtr 4,December,4,France,Caudron,Caudron C 630 SimounF,Tours France,Bleu Air,0,1,2
1935,Qtr 4,December,10,England,Savoia,Savoia  Marchetti SM73OO,Croydon England,Sabena,0,11,11
1935,Qtr 4,December,24,Poland,Heinkel,Heinkel He 70D,Wroctaw Poland,Lufthansa Deutsche,0,3,3
1935,Qtr 4,December,31,Egypt,Short,Short S 8 Calcutta flying boatG,Off Alexandria Egypt,Airways Imperial,0,12,13
1936,Qtr 1,January,14,Arkansas,Douglas,Douglas DC 2,Goodwin Arkansas,Airlines American,0,17,17
1936,Qtr 1,January,14,Colombia,Junkers,Junkers JU 52624,Tres Esquinas Colombia,Colombiana Aerea Fuerza - Military,0,13,16
1936,Qtr 1,January,17,Boliva,Junkers,Junkers JU 52?,Near Cordillera Boliva,Boliviano Aereo Lloyd,0,13,13
1936,Qtr 1,January,21,Corsica,Cams,CAMS 53F AJIR,Off Ajaccio Corsica,France Air France,0,6,6
1936,Qtr 1,January,29,Texas,Vultee,Vultee V 1NC13767,Denton Texas,Airlines American,0,1,6
1936,Qtr 1,February,10,N/A,Latecoere 301 (flying,Latecoere 301 (flying boat)F ANLE,Atlantic OceanAir France,N/A,0,6,6
1936,Qtr 1,February,15,N/A,Dormier,Dormier Do J,South Atlantic OceanDeutsche Lufthansa,N/A,0,4,4
1936,Qtr 1,March,5,China,Ford,Ford 5 AT,Near Tengya China,Corporation Aviation National China,0,0,6
1936,Qtr 1,March,14,Chile,Fairchild,Fairchild FC 219,Ovalle Chile,Chile Lan,0,5,5
1936,Qtr 1,March,26,Mexico,Ford,Ford 5 AT,Amemeca Mexico,Mexicana,0,14,14
1936,Qtr 2,April,1,New,Stinson Model,Stinson Model ANC15152,Pavillon New,Airlines YorkAmerican,0,2,2
1936,Qtr 2,April,7,Pennsylvania,Douglas,Douglas DC 2,Uniontown Pennsylvania,Air Western and Continental Trans,0,12,14
1936,Qtr 2,April,11,Trinidad,Sikorsky,Sikorsky S 42A  Flying BoatNC1537,Port of Spain Trinidad,Airways American Pan,0,3,25
1936,Qtr 2,April,15,Italy,OFM,OFM F VIIb/3mI,Near Turin Italy,Italiane Linee Avio,0,7,7
1936,Qtr 2,April,17,Switzerland,Junkers,Junkers JU 52D,Orvin Switzerland,Lufthansa Deutsche,0,3,5
1936,Qtr 2,April,21,France,Fokker,Fokker F VIIOO,Senlis France,Sabena,0,2,2
1936,Qtr 2,April,30,Switzerland,General Aviation,General Aviation GA 43HB,Basel Switzerland,Swissair,0,2,2
1936,Qtr 2,May,16,Australia,De Havilland,De Havilland DH 60 MothVH,Mount Waverley Australia,Airways Holymans,0,2,2
1936,Qtr 2,June,9,Sweden,Fokker,Fokker F XXIISE,Malmo Sweden,Aerotransport B A,0,1,15
1936,Qtr 2,June,13,Germany,Junkers,Junkers JU 160D,Hannover Germany,Lufthansa Deutsche,0,1,6
1936,Qtr 2,June,16,Norway,Junkers,Junkers JU 52/3mLN,Mt. Lihesten Norway,Luftfartskole Norske Den,0,7,7
1936,Qtr 3,July,15,Croatia,Spartan,Spartan CruiserYU SAP,Zagreb Croatia,Aeroput,0,7,7
1936,Qtr 3,July,28,Tajikistan,Tupolev,Tupolev ANT 9?,Kulyab Tajikistan,Aeroflot,0,6,6
1936,Qtr 3,July,31,Jersey,Saro,Saro A 19 CloudG,Off Channel Islands Jersey,Airways Guernsey,0,10,10
1936,Qtr 3,August,2,France,Wibault,"Wibault 280F ANBL
F",Mazamet France,France Air,0,3,3
1936,Qtr 3,August,3,N/A,Lockheed 9,Lockheed 9 OrionXA BAY,Ciudad Serdan,N/A,0,1,1
1936,Qtr 3,August,5,Missouri,Lockheed 10B,Lockheed 10B ElectraNC16022,St. Louis Missouri,Airlines Southern Chicago,0,8,8
1936,Qtr 3,August,6,Colombia,Junkers,Junkers F 13C,Choco Colombia,SCADTA,0,2,3
1936,Qtr 3,August,12,Germany,De Havilland,De Havilland DH 86G,Altenkirchen Germany,Airways British,0,2,2
1936,Qtr 3,August,22,Greece,Short,Short S 17 KentG,Mirabella Greece,Airways Imperial,0,2,11
1936,Qtr 3,September,5,Pennsylvania,Stinson SM,Stinson SM 6000BNC117S,Near Pittsburgh Pennsylvania,Inc. Skyways Pittsburgh,0,10,11
